id,description,md5,extended,sample,behavior,accuracy,foxdog,hexdigits,lorem,punctuation,zebra
21,convert the string s to lowercase then remove all instances of the letter e from the string,80401b9807f31d4f5fd56e5d5a176997,False,0,Success,1.0,th quick brown fox jumps ovr a lazy dog!,0123456789abcdfabcdf,"lorm ipsum dolor sit amt, conscttur adipiscing lit, sd do iusmod tmpor incididunt ut labor t dolor magna aliqua. ut nim ad minim vniam, quis nostrud xrcitation ullamco laboris nisi ut aliquip x a commodo consquat. duis aut irur dolor in rprhndrit in voluptat vlit ss cillum dolor u fugiat nulla pariatur. xcptur sint occacat cupidatat non proidnt, sunt in culpa qui officia dsrunt mollit anim id st laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",how quickly daft jumping zbras vx!
22,convert the string s to lowercase then remove the first and last two characters of the string,2c8239c067ed8d29d0a726b91ff4bba4,True,0,Success,1.0,e quick brown fox jumps over a lazy do,23456789abcdefabcd,"rem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",w quickly daft jumping zebras ve
22,convert the string s to lowercase then remove the first and last two characters of the string,2c8239c067ed8d29d0a726b91ff4bba4,False,0,Success,1.0,e quick brown fox jumps over a lazy do,23456789abcdefabcd,"rem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",w quickly daft jumping zebras ve
23,convert the string s to lowercase then removes all vowels from the string,8a48888ec58416d04e2185f82cc73775,True,0,Success,0.0,,,,,
23,convert the string s to lowercase then removes all vowels from the string,8a48888ec58416d04e2185f82cc73775,False,0,Success,0.0,,,,,
24,convert the string s to lowercase then remove every third character from the string,308dca91eb0d86686143e4bbdec823e4,True,0,Success,0.0,t i o xusv lyo,0369cfcf,"leiudos e nct isnets  uotp cinulo  leaalu  iamivi,u suerti lclosi  iieecmooea iaereorneenr  lteets lmorefi l rt.xpustcetudan oe,u  l ifc su ltn  tar?",!$'*-:=@]`},h ildtui bse
24,convert the string s to lowercase then remove every third character from the string,308dca91eb0d86686143e4bbdec823e4,False,0,Success,0.0,t i o xusv lyo,0369cfcf,"leiudos e nct isnets  uotp cinulo  leaalu  iamivi,u suerti lclosi  iieecmooea iaereorneenr  lteets lmorefi l rt.xpustcetudan oe,u  l ifc su ltn  tar?",!$'*-:=@]`},h ildtui bse
25,"convert the string s to lowercase then drop the last half of the string, as computed by characters",b800ebfec18d3d51e82f5f19a1412f0a,True,0,Success,1.0,the quick brown fox j,0123456789a,"lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo c","!""#$%&'()*+,-./:",how quickly daft j
25,"convert the string s to lowercase then drop the last half of the string, as computed by characters",b800ebfec18d3d51e82f5f19a1412f0a,False,0,Success,1.0,the quick brown fox j,0123456789a,"lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo c","!""#$%&'()*+,-./:",how quickly daft j
26,convert the string s to lowercase then replace spaces with triple spaces,26b3c17f48e8a791ba97c327e61bce7b,True,0,Success,1.0,the   quick   brown   fox   jumps   over   a   lazy   dog!,0123456789abcdefabcdef,"lorem   ipsum   dolor   sit   amet,   consectetur   adipiscing   elit,   sed   do   eiusmod   tempor   incididunt   ut   labore   et   dolore   magna   aliqua.   ut   enim   ad   minim   veniam,   quis   nostrud   exercitation   ullamco   laboris   nisi   ut   aliquip   ex   ea   commodo   consequat.   duis   aute   irure   dolor   in   reprehenderit   in   voluptate   velit   esse   cillum   dolore   eu   fugiat   nulla   pariatur.   excepteur   sint   occaecat   cupidatat   non   proident,   sunt   in   culpa   qui   officia   deserunt   mollit   anim   id   est   laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",how   quickly   daft   jumping   zebras   vex!
26,convert the string s to lowercase then replace spaces with triple spaces,26b3c17f48e8a791ba97c327e61bce7b,False,0,Success,1.0,the   quick   brown   fox   jumps   over   a   lazy   dog!,0123456789abcdefabcdef,"lorem   ipsum   dolor   sit   amet,   consectetur   adipiscing   elit,   sed   do   eiusmod   tempor   incididunt   ut   labore   et   dolore   magna   aliqua.   ut   enim   ad   minim   veniam,   quis   nostrud   exercitation   ullamco   laboris   nisi   ut   aliquip   ex   ea   commodo   consequat.   duis   aute   irure   dolor   in   reprehenderit   in   voluptate   velit   esse   cillum   dolore   eu   fugiat   nulla   pariatur.   excepteur   sint   occaecat   cupidatat   non   proident,   sunt   in   culpa   qui   officia   deserunt   mollit   anim   id   est   laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",how   quickly   daft   jumping   zebras   vex!
27,convert the string s to lowercase then reverse the order of words in the string,f58c47396ff8327430c24f483f5018f9,True,0,Success,0.0,,,,,
27,convert the string s to lowercase then reverse the order of words in the string,f58c47396ff8327430c24f483f5018f9,False,0,Success,1.0,dog! lazy a over jumps fox brown quick the,0123456789abcdefabcdef,"laborum? est id anim mollit deserunt officia qui culpa in sunt proident, non cupidatat occaecat sint excepteur pariatur. nulla fugiat eu dolore cillum esse velit voluptate in reprehenderit in dolor irure aute duis consequat. commodo ea ex aliquip ut nisi laboris ullamco exercitation nostrud quis veniam, minim ad enim ut aliqua. magna dolore et labore ut incididunt tempor eiusmod do sed elit, adipiscing consectetur amet, sit dolor ipsum lorem","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",vex! zebras jumping daft quickly how
28,"convert the string s to lowercase then drop the first half of the string, as computed by number of words",25a3d4e7528297e78a839e778c2d3739,True,0,Success,0.0,,,,,
28,"convert the string s to lowercase then drop the first half of the string, as computed by number of words",25a3d4e7528297e78a839e778c2d3739,False,0,Success,1.0,jumps over a lazy dog!,0123456789abcdefabcdef,"commodo consequat. duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",jumping zebras vex!
29,convert the string s to lowercase then add the word apples after every word in the string,d7547cb809c9e9751f7a89fd5c9a6d88,True,0,Success,1.0,the apples quick apples brown apples fox apples jumps apples over apples a apples lazy apples dog! apples,0123456789abcdefabcdef apples,"lorem apples ipsum apples dolor apples sit apples amet, apples consectetur apples adipiscing apples elit, apples sed apples do apples eiusmod apples tempor apples incididunt apples ut apples labore apples et apples dolore apples magna apples aliqua. apples ut apples enim apples ad apples minim apples veniam, apples quis apples nostrud apples exercitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples ex apples ea apples commodo apples consequat. apples duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur. apples excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laborum? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",how apples quickly apples daft apples jumping apples zebras apples vex! apples
29,convert the string s to lowercase then add the word apples after every word in the string,d7547cb809c9e9751f7a89fd5c9a6d88,False,0,Success,1.0,the apples quick apples brown apples fox apples jumps apples over apples a apples lazy apples dog! apples,0123456789abcdefabcdef apples,"lorem apples ipsum apples dolor apples sit apples amet, apples consectetur apples adipiscing apples elit, apples sed apples do apples eiusmod apples tempor apples incididunt apples ut apples labore apples et apples dolore apples magna apples aliqua. apples ut apples enim apples ad apples minim apples veniam, apples quis apples nostrud apples exercitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples ex apples ea apples commodo apples consequat. apples duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur. apples excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laborum? apples","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~ apples",how apples quickly apples daft apples jumping apples zebras apples vex! apples
30,convert the string s to lowercase then make every other character in the string uppercase,a39568c1b267b6e0b8d6e9d8315c2f86,True,0,Success,1.0,ThE QuIcK BrOwN FoX JuMpS OvEr a lAzY DoG!,0123456789AbCdEfAbCdEf,"LoReM IpSuM DoLoR SiT AmEt, CoNsEcTeTuR AdIpIsCiNg eLiT, sEd dO EiUsMoD TeMpOr iNcIdIdUnT Ut lAbOrE Et dOlOrE MaGnA AlIqUa. Ut eNiM Ad mInIm vEnIaM, qUiS NoStRuD ExErCiTaTiOn uLlAmCo lAbOrIs nIsI Ut aLiQuIp eX Ea cOmMoDo cOnSeQuAt. DuIs aUtE IrUrE DoLoR In rEpReHeNdErIt iN VoLuPtAtE VeLiT EsSe cIlLuM DoLoRe eU FuGiAt nUlLa pArIaTuR. eXcEpTeUr sInT OcCaEcAt cUpIdAtAt nOn pRoIdEnT, sUnT In cUlPa qUi oFfIcIa dEsErUnT MoLlIt aNiM Id eSt lAbOrUm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",HoW QuIcKlY DaFt jUmPiNg zEbRaS VeX!
30,convert the string s to lowercase then make every other character in the string uppercase,a39568c1b267b6e0b8d6e9d8315c2f86,False,0,Success,0.0,,,,,
31,"convert the string s to lowercase then delete all excamation points, question marks, and periods from the string",7536e3a2a458a0fb8848f17c6c58476c,True,0,Success,1.0,the quick brown fox jumps over a lazy dog,0123456789abcdefabcdef,"lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum","""#$%&'()*+,-/:;<=>@[\]^_`{|}~",how quickly daft jumping zebras vex
31,"convert the string s to lowercase then delete all excamation points, question marks, and periods from the string",7536e3a2a458a0fb8848f17c6c58476c,False,0,IndexError,0,,,,,
32,remove the first and last two characters of the string then removes all vowels from the string,69d62c2908042c9df86485f8f7fd23e9,True,0,Success,0.6, qck brwn fx jmps vr  lzy d,23456789bcdfABCD,"rm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbr","#$%&'()*+,-./:;<=>?@[\]^_`{|",w qckly dft jmpng zbrs v
32,remove the first and last two characters of the string then removes all vowels from the string,69d62c2908042c9df86485f8f7fd23e9,False,0,Success,0.6, qck brwn fx jmps vr  lzy d,23456789bcdfABCD,"rm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbr","#$%&'()*+,-./:;<=>?@[\]^_`{|",w qckly dft jmpng zbrs v
33,remove the first and last two characters of the string then remove every third character from the string,eae491000758aafc7b49c91752a1abb5,True,0,Success,0.0,eukrnojpor zd,258beB,"r s l tm,oeerdii i doim mrndu  betormnaq.tn  n nmqsor eitnlm binitlu   mdcsu.u tirdoirreetnoptvieeiudo  gtuaaarEee noaacit nrdtstnuauoiaertoiamdslo","#&),/<?\_|",wuk fjpgeav
33,remove the first and last two characters of the string then remove every third character from the string,eae491000758aafc7b49c91752a1abb5,False,0,Success,0.0,eukrnojpor zd,258beB,"r s l tm,oeerdii i doim mrndu  betormnaq.tn  n nmqsor eitnlm binitlu   mdcsu.u tirdoirreetnoptvieeiudo  gtuaaarEee noaacit nrdtstnuauoiaertoiamdslo","#&),/<?\_|",wuk fjpgeav
34,"remove the first and last two characters of the string then drop the last half of the string, as computed by characters",5e01c41636cfc04544fd16d10678df0e,True,0,Success,0.0,e quick brown fox jum,23456789abc,"rem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo con","#$%&'()*+,-./:;<",w quickly daft jum
34,"remove the first and last two characters of the string then drop the last half of the string, as computed by characters",5e01c41636cfc04544fd16d10678df0e,False,0,Success,0.0,e quick brown fox jumps over a lazy do,23456789abcdefABCD,"rem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",w quickly daft jumping zebras ve
35,remove the first and last two characters of the string then replace spaces with triple spaces,d7e765a40c38a34f3542879854dce1da,True,0,Success,1.0,e   quick   brown   fox   jumps   over   a   lazy   do,23456789abcdefABCD,"rem   ipsum   dolor   sit   amet,   consectetur   adipiscing   elit,   sed   do   eiusmod   tempor   incididunt   ut   labore   et   dolore   magna   aliqua.   Ut   enim   ad   minim   veniam,   quis   nostrud   exercitation   ullamco   laboris   nisi   ut   aliquip   ex   ea   commodo   consequat.   Duis   aute   irure   dolor   in   reprehenderit   in   voluptate   velit   esse   cillum   dolore   eu   fugiat   nulla   pariatur.   Excepteur   sint   occaecat   cupidatat   non   proident,   sunt   in   culpa   qui   officia   deserunt   mollit   anim   id   est   laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",w   quickly   daft   jumping   zebras   ve
35,remove the first and last two characters of the string then replace spaces with triple spaces,d7e765a40c38a34f3542879854dce1da,False,0,Success,1.0,e   quick   brown   fox   jumps   over   a   lazy   do,23456789abcdefABCD,"rem   ipsum   dolor   sit   amet,   consectetur   adipiscing   elit,   sed   do   eiusmod   tempor   incididunt   ut   labore   et   dolore   magna   aliqua.   Ut   enim   ad   minim   veniam,   quis   nostrud   exercitation   ullamco   laboris   nisi   ut   aliquip   ex   ea   commodo   consequat.   Duis   aute   irure   dolor   in   reprehenderit   in   voluptate   velit   esse   cillum   dolore   eu   fugiat   nulla   pariatur.   Excepteur   sint   occaecat   cupidatat   non   proident,   sunt   in   culpa   qui   officia   deserunt   mollit   anim   id   est   laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",w   quickly   daft   jumping   zebras   ve
36,remove the first and last two characters of the string then reverse the order of words in the string,333eb557a2706e91bf0b08f635f8ae6b,True,0,Success,0.0,,,,,
36,remove the first and last two characters of the string then reverse the order of words in the string,333eb557a2706e91bf0b08f635f8ae6b,False,0,Success,1.0,do lazy a over jumps fox brown quick e,23456789abcdefABCD,"laboru est id anim mollit deserunt officia qui culpa in sunt proident, non cupidatat occaecat sint Excepteur pariatur. nulla fugiat eu dolore cillum esse velit voluptate in reprehenderit in dolor irure aute Duis consequat. commodo ea ex aliquip ut nisi laboris ullamco exercitation nostrud quis veniam, minim ad enim Ut aliqua. magna dolore et labore ut incididunt tempor eiusmod do sed elit, adipiscing consectetur amet, sit dolor ipsum rem","#$%&'()*+,-./:;<=>?@[\]^_`{|",ve zebras jumping daft quickly w
37,"remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",26a7b876cf6f73cdd33d7076ccd4ec23,True,0,Success,0.4,e quick brown fox jumps over a lazy do,23456789abcdefABCD,"rem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laboru","#$%&'()*+,-./:;<=>?@[\]^_`{|",w quickly daft jumping zebras ve
37,"remove the first and last two characters of the string then drop the first half of the string, as computed by number of words",26a7b876cf6f73cdd33d7076ccd4ec23,False,0,Success,0.0,over a lazy dog!,,"consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum?",,jumping zebras vex!
38,remove the first and last two characters of the string then add the word apples after every word in the string,af1f8ee2fbcf61e047973c1028a266da,True,0,Success,1.0,e apples quick apples brown apples fox apples jumps apples over apples a apples lazy apples do apples,23456789abcdefABCD apples,"rem apples ipsum apples dolor apples sit apples amet, apples consectetur apples adipiscing apples elit, apples sed apples do apples eiusmod apples tempor apples incididunt apples ut apples labore apples et apples dolore apples magna apples aliqua. apples Ut apples enim apples ad apples minim apples veniam, apples quis apples nostrud apples exercitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples ex apples ea apples commodo apples consequat. apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur. apples Excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laboru apples","#$%&'()*+,-./:;<=>?@[\]^_`{| apples",w apples quickly apples daft apples jumping apples zebras apples ve apples
38,remove the first and last two characters of the string then add the word apples after every word in the string,af1f8ee2fbcf61e047973c1028a266da,False,0,Success,1.0,e apples quick apples brown apples fox apples jumps apples over apples a apples lazy apples do apples,23456789abcdefABCD apples,"rem apples ipsum apples dolor apples sit apples amet, apples consectetur apples adipiscing apples elit, apples sed apples do apples eiusmod apples tempor apples incididunt apples ut apples labore apples et apples dolore apples magna apples aliqua. apples Ut apples enim apples ad apples minim apples veniam, apples quis apples nostrud apples exercitation apples ullamco apples laboris apples nisi apples ut apples aliquip apples ex apples ea apples commodo apples consequat. apples Duis apples aute apples irure apples dolor apples in apples reprehenderit apples in apples voluptate apples velit apples esse apples cillum apples dolore apples eu apples fugiat apples nulla apples pariatur. apples Excepteur apples sint apples occaecat apples cupidatat apples non apples proident, apples sunt apples in apples culpa apples qui apples officia apples deserunt apples mollit apples anim apples id apples est apples laboru apples","#$%&'()*+,-./:;<=>?@[\]^_`{| apples",w apples quickly apples daft apples jumping apples zebras apples ve apples
39,remove the first and last two characters of the string then make every other character in the string uppercase,d99e64d2e33fd29b65de0ac283e789ac,True,0,Success,0.0,EQIKBONFXJMSOE  AYD,2468ACEAC,"RMISMDLRSTAE,CNETTRAIICN LT E OEUMDTMO NIIUTU AOEE OOEMGAAIU.U NMA II EIM USNSRDEECTTO LAC AOI IIU LQI XE OMD OSQA.DI UEIUEDLRI ERHNEI NVLPAEVLTES ILMDLR UFGA UL AITR XETU ITOCEA UIAA O RIET UTI UP U FII EEUTMLI NMI S AOU",#%')+-/;=?[]_{,WQIKYDF UPN ERSV
39,remove the first and last two characters of the string then make every other character in the string uppercase,d99e64d2e33fd29b65de0ac283e789ac,False,0,Success,0.0,EQIKBONFXJMSOE  AYD,2468ACEAC,"RMISMDLRSTAE,CNETTRAIICN LT E OEUMDTMO NIIUTU AOEE OOEMGAAIU.U NMA II EIM USNSRDEECTTO LAC AOI IIU LQI XE OMD OSQA.DI UEIUEDLRI ERHNEI NVLPAEVLTES ILMDLR UFGA UL AITR XETU ITOCEA UIAA O RIET UTI UP U FII EEUTMLI NMI S AOU",#%')+-/;=?[]_{,WQIKYDF UPN ERSV
40,"remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",1a20af1a37dbb24ae8a0fe81f8ed99f1,True,0,IndexError,0,,,,,
40,"remove the first and last two characters of the string then delete all excamation points, question marks, and periods from the string",1a20af1a37dbb24ae8a0fe81f8ed99f1,False,0,Success,1.0,e quick brown fox jumps over a lazy do,23456789abcdefABCD,"rem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laboru","#$%&'()*+,-/:;<=>@[\]^_`{|",w quickly daft jumping zebras ve
41,removes all vowels from the string then remove the first and last two characters of the string,a6243d89b8d77a649de145d5a2b87934,True,0,Success,0.0,Th qck brwn fx jmps vr  lzy dg!,0123456789bcdfABCDEF,"Lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Hw qckly dft jmpng zbrs vx!
41,removes all vowels from the string then remove the first and last two characters of the string,a6243d89b8d77a649de145d5a2b87934,False,0,Success,0.6, qck brwn fx jmps vr  lzy d,23456789bcdfABCD,"m psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbr","#$%&'()*+,-./:;<=>?@[\]^_`{|", qckly dft jmpng zbrs v
42,removes all vowels from the string then remove every third character from the string,0d25abe2ca59a166bf1514e8b508146d,True,0,Success,0.0,,,,,
42,removes all vowels from the string then remove every third character from the string,0d25abe2ca59a166bf1514e8b508146d,False,0,Success,0.0,Tq wfjsrl !,0369dBE,"L mlsm stdc ,d dm dt r rgl   m mqnrxt mlss p m s.s  r rd vtv  ld gn t crnctptnrts c f r lndtb?",!$'*-:=@]`},Hqld p rv
43,"removes all vowels from the string then drop the last half of the string, as computed by characters",af9ed33dfc4a2833c7ebddb022185efb,True,0,Success,0.0,Th qck brwn fx jmps vr  lzy dg!,0123456789bcdfABCDEF,"Lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Hw qckly dft jmpng zbrs vx!
43,"removes all vowels from the string then drop the last half of the string, as computed by characters",af9ed33dfc4a2833c7ebddb022185efb,False,0,Success,0.6,Th qck brwn fx ,0123456789,"Lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd c","!""#$%&'()*+,-./:",Hw qckly dft 
44,removes all vowels from the string then replace spaces with triple spaces,2cad4023255447d5d2586540745b22a9,True,0,Success,0.2,Th qck brwn fx jmps vr  lzy dg!,0123456789bcdfABCDEF,"Lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Hw qckly dft jmpng zbrs vx!
44,removes all vowels from the string then replace spaces with triple spaces,2cad4023255447d5d2586540745b22a9,False,0,Success,0.6,Th   qck   brwn   fx   jmps   vr      lzy   dg!,0123456789bcdfABCDEF,"Lrm   psm   dlr   st   mt,   cnscttr   dpscng   lt,   sd   d   smd   tmpr   ncddnt   t   lbr   t   dlr   mgn   lq.   Ut   nm   d   mnm   vnm,   qs   nstrd   xrcttn   llmc   lbrs   ns   t   lqp   x      cmmd   cnsqt.   Ds   t   rr   dlr   n   rprhndrt   n   vlptt   vlt   ss   cllm   dlr      fgt   nll   prtr.   Excptr   snt   ccct   cpdtt   nn   prdnt,   snt   n   clp   q   ffc   dsrnt   mllt   nm   d   st   lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Hw   qckly   dft   jmpng   zbrs   vx!
45,removes all vowels from the string then reverse the order of words in the string,9beda47cf10c437544ecf7b1e42dca1e,True,0,IndexError,0,,,,,
45,removes all vowels from the string then reverse the order of words in the string,9beda47cf10c437544ecf7b1e42dca1e,False,0,Success,0.0,,,,,
46,"removes all vowels from the string then drop the first half of the string, as computed by number of words",00a288b379746d460928247ccbb9636f,True,0,Success,0.2,Th qck brwn fx jmps vr  lzy dg!,0123456789bcdfABCDEF,"Lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Hw qckly dft jmpng zbrs vx!
46,"removes all vowels from the string then drop the first half of the string, as computed by number of words",00a288b379746d460928247ccbb9636f,False,0,Success,0.2,jmps vr  lzy dg!,bcdfABCDEF,"nsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbrm?",;<=>?@[\]^_`{|}~,jmpng zbrs vx!
47,removes all vowels from the string then add the word apples after every word in the string,a424850edd781a6bde29890d600bb0ca,True,0,Success,0.0,Th qck brwn fx jmps vr  lzy dg!,0123456789bcdfABCDEF,"Lrm psm dlr st mt, cnscttr dpscng lt, sd d smd tmpr ncddnt t lbr t dlr mgn lq. Ut nm d mnm vnm, qs nstrd xrcttn llmc lbrs ns t lqp x  cmmd cnsqt. Ds t rr dlr n rprhndrt n vlptt vlt ss cllm dlr  fgt nll prtr. Excptr snt ccct cpdtt nn prdnt, snt n clp q ffc dsrnt mllt nm d st lbrm?","!""#$%&'()*+,-./:;<=>?@[\]^_`{|}~",Hw qckly dft jmpng zbrs vx!
